id;Comunidades_Autonomas;Provincias;Comarca;SAU;Superficie_HA;Cultivo;Permanota
4722;Andalucía;Jaén;Mágina;SAU al aire libre;1;9 Otros herbáceos;0
4723;Andalucía;Jaén;Mágina;SAU al aire libre;41;4 Cultivos cosechados en verde;6
4724;Andalucía;Jaén;Mágina;SAU al aire libre;26;5 Cultivos industriales;5
4725;Andalucía;Jaén;Mágina;SAU al aire libre;2732;Barbechos  (incluye las tierras sembradas para abono en verde);0
4726;Andalucía;Jaén;Mágina;SAU al aire libre;5;1 Cítricos;8
4727;Andalucía;Jaén;Mágina;SAU al aire libre;129;2 Frutales originarios de clima templado, de pepita;7
4728;Andalucía;Jaén;Mágina;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
4729;Andalucía;Jaén;Mágina;SAU al aire libre;4;4 Frutales originarios de clima tropical y subtropical;7
4730;Andalucía;Jaén;Mágina;SAU al aire libre;1398;6 Frutales de fruto seco;7
4731;Andalucía;Jaén;Mágina;SAU al aire libre;45658;7 Olivar;8
4732;Andalucía;Jaén;Mágina;SAU al aire libre;9;8 Viñedo;6
4733;Andalucía;Jaén;Mágina;SAU al aire libre;5;9 Viveros;5
4734;Andalucía;Jaén;Mágina;SAU al aire libre;12;11 Otros cultivos leñosos;0
4735;Andalucía;Jaén;Mágina;SAU al aire libre;7014;1 Pasto extensivo;1
4736;Andalucía;Jaén;Mágina;SAU al aire libre;1543;2 Pasto intensivo;1
4737;Andalucía;Jaén;Mágina;SAU al aire libre;390;3 Pasto no utilizado a efectos de producción;1
4738;Andalucía;Jaén;Mágina;SAU en invernadero o abrigo alto accesible;2;Hortalizas, incluidos melones y fresas;9
4739;Andalucía;Jaén;Mágina;SAU al aire libre;3;Huertos para consumo propio;9
4740;Andalucía;Jaén;Mágina;SAU al aire libre;4;3 Raíces y Tubérculos;9
4741;Andalucía;Jaén;Mágina;SAU al aire libre;58;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
4742;Andalucía;Jaén;Mágina;SAU al aire libre;133;2 Leguminosas y proteaginosas secas para grano;9
4743;Andalucía;Jaén;Mágina;SAU al aire libre;2877;1 Cereales para grano;9
4744;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;15;8 Viñedo;6
4745;Andalucía;Jaén;Sierra de Cazorla;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
4746;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
4747;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
4748;Andalucía;Jaén;Sierra de Cazorla;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
4749;Andalucía;Jaén;Sierra de Cazorla;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
4750;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;0;9 Viveros;5
4751;Andalucía;Jaén;Sierra de Cazorla;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
4752;Andalucía;Jaén;Sierra de Cazorla;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
4753;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;0;10 Árboles de Navidad;0
4754;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;1;2 Frutales originarios de clima templado, de pepita;7
4755;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;1;1 Cítricos;8
4756;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;120;4 Cultivos cosechados en verde;6
4757;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;28;5 Cultivos industriales;5
4758;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;2;9 Otros herbáceos;0
4759;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;2129;Barbechos  (incluye las tierras sembradas para abono en verde);0
4760;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;36;3 Frutales originarios de clima templado, de hueso;7
4761;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;4;4 Frutales originarios de clima tropical y subtropical;7
4762;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;12;5 Bayas (excluidas las fresas y bayas silvestres);7
4763;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;1017;6 Frutales de fruto seco;7
4764;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;40558;7 Olivar;8
4765;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;9;11 Otros cultivos leñosos;0
4766;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;7491;1 Pasto extensivo;1
4767;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;872;2 Pasto intensivo;1
4768;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;387;3 Pasto no utilizado a efectos de producción;1
4769;Andalucía;Jaén;Sierra de Cazorla;SAU en invernadero o abrigo alto accesible;4;Hortalizas, incluidos melones y fresas;9
4770;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;5;Huertos para consumo propio;9
4771;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;6;3 Raíces y Tubérculos;9
4772;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;78;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
4773;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;60;2 Leguminosas y proteaginosas secas para grano;9
4774;Andalucía;Jaén;Sierra de Cazorla;SAU al aire libre;2401;1 Cereales para grano;9
4775;Andalucía;Jaén;Sierra Sur;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
4776;Andalucía;Jaén;Sierra Sur;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
4777;Andalucía;Jaén;Sierra Sur;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
4778;Andalucía;Jaén;Sierra Sur;SAU al aire libre;0;9 Viveros;5
4779;Andalucía;Jaén;Sierra Sur;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
4780;Andalucía;Jaén;Sierra Sur;SAU al aire libre;0;9 Otros herbáceos;0
4781;Andalucía;Jaén;Sierra Sur;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
4782;Andalucía;Jaén;Sierra Sur;SAU al aire libre;0;10 Árboles de Navidad;0
4783;Andalucía;Jaén;Sierra Sur;SAU en invernadero o abrigo alto accesible;1;Hortalizas, incluidos melones y fresas;9
4784;Andalucía;Jaén;Sierra Sur;SAU al aire libre;144;4 Cultivos cosechados en verde;6
4785;Andalucía;Jaén;Sierra Sur;SAU al aire libre;12;5 Cultivos industriales;5
4786;Andalucía;Jaén;Sierra Sur;SAU al aire libre;2;8 Semillas y plántulas destinadas a la venta;3
4787;Andalucía;Jaén;Sierra Sur;SAU al aire libre;484;Barbechos  (incluye las tierras sembradas para abono en verde);0
4788;Andalucía;Jaén;Sierra Sur;SAU al aire libre;2;1 Cítricos;8
4789;Andalucía;Jaén;Sierra Sur;SAU al aire libre;12;2 Frutales originarios de clima templado, de pepita;7
4790;Andalucía;Jaén;Sierra Sur;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
4791;Andalucía;Jaén;Sierra Sur;SAU al aire libre;140;3 Frutales originarios de clima templado, de hueso;7
4792;Andalucía;Jaén;Sierra Sur;SAU al aire libre;4;4 Frutales originarios de clima tropical y subtropical;7
4793;Andalucía;Jaén;Sierra Sur;SAU al aire libre;478;6 Frutales de fruto seco;7
4794;Andalucía;Jaén;Sierra Sur;SAU al aire libre;46620;7 Olivar;8
4795;Andalucía;Jaén;Sierra Sur;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
4796;Andalucía;Jaén;Sierra Sur;SAU al aire libre;58;8 Viñedo;6
4797;Andalucía;Jaén;Sierra Sur;SAU al aire libre;158;11 Otros cultivos leñosos;0
4798;Andalucía;Jaén;Sierra Sur;SAU al aire libre;9591;1 Pasto extensivo;1
4799;Andalucía;Jaén;Sierra Sur;SAU al aire libre;3455;2 Pasto intensivo;1
4800;Andalucía;Jaén;Sierra Sur;SAU al aire libre;142;3 Pasto no utilizado a efectos de producción;1
4801;Andalucía;Jaén;Sierra Sur;SAU al aire libre;7;Huertos para consumo propio;9
4802;Andalucía;Jaén;Sierra Sur;SAU al aire libre;11;3 Raíces y Tubérculos;9
4803;Andalucía;Jaén;Sierra Sur;SAU al aire libre;432;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
4804;Andalucía;Jaén;Sierra Sur;SAU al aire libre;100;2 Leguminosas y proteaginosas secas para grano;9
4805;Andalucía;Jaén;Sierra Sur;SAU al aire libre;1276;1 Cereales para grano;9
4806;Castilla y León;León;Bierzo;SAU al aire libre;166;4 Cultivos cosechados en verde;6
4807;Castilla y León;León;Bierzo;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
4808;Castilla y León;León;Bierzo;SAU al aire libre;0;9 Otros herbáceos;0
4809;Castilla y León;León;Bierzo;SAU al aire libre;0;1 Cítricos;8
4810;Castilla y León;León;Bierzo;SAU al aire libre;0;4 Frutales originarios de clima tropical y subtropical;7
4811;Castilla y León;León;Bierzo;SAU al aire libre;0;10 Árboles de Navidad;0
4812;Castilla y León;León;Bierzo;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
4813;Castilla y León;León;Bierzo;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
4814;Castilla y León;León;Bierzo;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
4815;Castilla y León;León;Bierzo;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
4816;Castilla y León;León;Bierzo;SAU al aire libre;1;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
4817;Castilla y León;León;Bierzo;SAU en invernadero o abrigo alto accesible;2;Cultivos leñosos / permanentes (incluido viveros);0
4818;Castilla y León;León;Bierzo;SAU al aire libre;16;7 Olivar;8
4819;Castilla y León;León;Bierzo;SAU al aire libre;12;9 Viveros;5
4820;Castilla y León;León;Bierzo;SAU al aire libre;3;5 Cultivos industriales;5
4821;Castilla y León;León;Bierzo;SAU al aire libre;2802;8 Viñedo;6
4822;Castilla y León;León;Bierzo;SAU al aire libre;4;11 Otros cultivos leñosos;0
4823;Castilla y León;León;Bierzo;SAU al aire libre;642;Barbechos  (incluye las tierras sembradas para abono en verde);0
4824;Castilla y León;León;Bierzo;SAU al aire libre;3298;2 Pasto intensivo;1
4825;Castilla y León;León;Bierzo;SAU al aire libre;276;3 Pasto no utilizado a efectos de producción;1
4826;Castilla y León;León;Bierzo;SAU al aire libre;21407;1 Pasto extensivo;1
4827;Castilla y León;León;Bierzo;SAU al aire libre;934;2 Frutales originarios de clima templado, de pepita;7
4828;Castilla y León;León;Bierzo;SAU al aire libre;149;3 Frutales originarios de clima templado, de hueso;7
4829;Castilla y León;León;Bierzo;SAU al aire libre;4;5 Bayas (excluidas las fresas y bayas silvestres);7
4830;Castilla y León;León;Bierzo;SAU al aire libre;726;6 Frutales de fruto seco;7
4831;Castilla y León;León;Bierzo;SAU en invernadero o abrigo alto accesible;6;Hortalizas, incluidos melones y fresas;9
4832;Castilla y León;León;Bierzo;SAU al aire libre;32;Huertos para consumo propio;9
4833;Castilla y León;León;Bierzo;SAU al aire libre;67;3 Raíces y Tubérculos;9
4834;Castilla y León;León;Bierzo;SAU al aire libre;104;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
4835;Castilla y León;León;Bierzo;SAU al aire libre;11;2 Leguminosas y proteaginosas secas para grano;9
4836;Castilla y León;León;Bierzo;SAU al aire libre;175;1 Cereales para grano;9
4837;Castilla y León;León;La Montaña de Luna;SAU al aire libre;1;5 Bayas (excluidas las fresas y bayas silvestres);7
4838;Castilla y León;León;La Montaña de Luna;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
4839;Castilla y León;León;La Montaña de Luna;SAU al aire libre;0;9 Otros herbáceos;0
4840;Castilla y León;León;La Montaña de Luna;SAU al aire libre;0;1 Cítricos;8
4841;Castilla y León;León;La Montaña de Luna;SAU al aire libre;0;3 Frutales originarios de clima templado, de hueso;7
4842;Castilla y León;León;La Montaña de Luna;SAU al aire libre;0;4 Frutales originarios de clima tropical y subtropical;7
4843;Castilla y León;León;La Montaña de Luna;SAU al aire libre;0;7 Olivar;8
4844;Castilla y León;León;La Montaña de Luna;SAU al aire libre;0;9 Viveros;5
4845;Castilla y León;León;La Montaña de Luna;SAU al aire libre;0;10 Árboles de Navidad;0
4846;Castilla y León;León;La Montaña de Luna;SAU al aire libre;0;11 Otros cultivos leñosos;0
4847;Castilla y León;León;La Montaña de Luna;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
4848;Castilla y León;León;La Montaña de Luna;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
4849;Castilla y León;León;La Montaña de Luna;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
4850;Castilla y León;León;La Montaña de Luna;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
4851;Castilla y León;León;La Montaña de Luna;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
4852;Castilla y León;León;La Montaña de Luna;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
4853;Castilla y León;León;La Montaña de Luna;SAU al aire libre;150;5 Cultivos industriales;5
4854;Castilla y León;León;La Montaña de Luna;SAU al aire libre;8;8 Viñedo;6
4855;Castilla y León;León;La Montaña de Luna;SAU al aire libre;300;4 Cultivos cosechados en verde;6
4856;Castilla y León;León;La Montaña de Luna;SAU al aire libre;367;Barbechos  (incluye las tierras sembradas para abono en verde);0
4857;Castilla y León;León;La Montaña de Luna;SAU al aire libre;18306;2 Pasto intensivo;1
4858;Castilla y León;León;La Montaña de Luna;SAU al aire libre;306;3 Pasto no utilizado a efectos de producción;1
4859;Castilla y León;León;La Montaña de Luna;SAU al aire libre;65886;1 Pasto extensivo;1
4860;Castilla y León;León;La Montaña de Luna;SAU al aire libre;5;2 Frutales originarios de clima templado, de pepita;7
4861;Castilla y León;León;La Montaña de Luna;SAU al aire libre;121;6 Frutales de fruto seco;7
4862;Castilla y León;León;La Montaña de Luna;SAU en invernadero o abrigo alto accesible;6;Hortalizas, incluidos melones y fresas;9
4863;Castilla y León;León;La Montaña de Luna;SAU al aire libre;3;Huertos para consumo propio;9
4864;Castilla y León;León;La Montaña de Luna;SAU al aire libre;2;3 Raíces y Tubérculos;9
4865;Castilla y León;León;La Montaña de Luna;SAU al aire libre;5;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
4866;Castilla y León;León;La Montaña de Luna;SAU al aire libre;59;2 Leguminosas y proteaginosas secas para grano;9
4867;Castilla y León;León;La Montaña de Luna;SAU al aire libre;322;1 Cereales para grano;9
4868;Castilla y León;León;La Montaña de Riaño;SAU al aire libre;439;4 Cultivos cosechados en verde;6
4869;Castilla y León;León;La Montaña de Riaño;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
4870;Castilla y León;León;La Montaña de Riaño;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
4871;Castilla y León;León;La Montaña de Riaño;SAU al aire libre;0;9 Otros herbáceos;0
4872;Castilla y León;León;La Montaña de Riaño;SAU al aire libre;0;1 Cítricos;8
4873;Castilla y León;León;La Montaña de Riaño;SAU al aire libre;0;4 Frutales originarios de clima tropical y subtropical;7
4874;Castilla y León;León;La Montaña de Riaño;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
4875;Castilla y León;León;La Montaña de Riaño;SAU al aire libre;0;6 Frutales de fruto seco;7
4876;Castilla y León;León;La Montaña de Riaño;SAU al aire libre;0;7 Olivar;8
4877;Castilla y León;León;La Montaña de Riaño;SAU al aire libre;0;9 Viveros;5
4878;Castilla y León;León;La Montaña de Riaño;SAU al aire libre;0;10 Árboles de Navidad;0
4879;Castilla y León;León;La Montaña de Riaño;SAU al aire libre;0;11 Otros cultivos leñosos;0
4880;Castilla y León;León;La Montaña de Riaño;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
4881;Castilla y León;León;La Montaña de Riaño;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
4882;Castilla y León;León;La Montaña de Riaño;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
4883;Castilla y León;León;La Montaña de Riaño;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
4884;Castilla y León;León;La Montaña de Riaño;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
4885;Castilla y León;León;La Montaña de Riaño;SAU al aire libre;2;2 Frutales originarios de clima templado, de pepita;7
4886;Castilla y León;León;La Montaña de Riaño;SAU al aire libre;2;3 Frutales originarios de clima templado, de hueso;7
4887;Castilla y León;León;La Montaña de Riaño;SAU al aire libre;4;5 Cultivos industriales;5
4888;Castilla y León;León;La Montaña de Riaño;SAU al aire libre;71;8 Viñedo;6
4889;Castilla y León;León;La Montaña de Riaño;SAU al aire libre;510;Barbechos  (incluye las tierras sembradas para abono en verde);0
4890;Castilla y León;León;La Montaña de Riaño;SAU al aire libre;9986;2 Pasto intensivo;1
4891;Castilla y León;León;La Montaña de Riaño;SAU al aire libre;635;3 Pasto no utilizado a efectos de producción;1
4892;Castilla y León;León;La Montaña de Riaño;SAU al aire libre;65202;1 Pasto extensivo;1
4893;Castilla y León;León;La Montaña de Riaño;SAU en invernadero o abrigo alto accesible;4;Hortalizas, incluidos melones y fresas;9
4894;Castilla y León;León;La Montaña de Riaño;SAU al aire libre;2;Huertos para consumo propio;9
4895;Castilla y León;León;La Montaña de Riaño;SAU al aire libre;2;3 Raíces y Tubérculos;9
4896;Castilla y León;León;La Montaña de Riaño;SAU al aire libre;3;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
